Order ID,Customer ID,Product ID,Sales Representative,Order Date,Quantity Sold,Unit Price,Revenue,Discount,Profit,Sales Status
ORD-00471,CUST-0038,PROD-0042,Sarah Johnson,2024-02-28,6,103.87,573.35,0.08,153.2,Pending
ORD-00472,CUST-0215,PROD-0010,James Anderson,2022-11-22,11,715.5,6138.96,0.22,1376.43,Cancelled
ORD-00473,CUST-0191,PROD-0041,Michael Brown,2023-03-30,9,296.62,2562.83,0.04,400.78,Pending
ORD-00474,CUST-0196,PROD-0040,Emily Davis,2022-01-27,20,33.22,571.33,0.14,96.71,Pending
ORD-00475,CUST-0007,PROD-0023,Ashley Taylor,2023-12-05,16,74.15,1150.86,0.03,407.22,Cancelled
ORD-00476,CUST-0219,PROD-0025,James Anderson,2022-07-08,5,720.19,3456.92,0.04,580.35,Completed
ORD-00477,CUST-0244,PROD-0027,Ashley Taylor,2022-10-04,7,618.94,3509.41,0.19,420.57,Refunded
ORD-00478,CUST-0084,PROD-0030,James Anderson,2023-12-06,14,886.78,11173.44,0.1,1257.55,Cancelled
ORD-00479,CUST-0157,PROD-0048,John Smith,2023-02-08,18,73.9,1157.23,0.13,419.77,Completed
ORD-00480,CUST-0117,PROD-0003,John Smith,2023-04-08,8,615.21,4281.84,0.13,936.37,Refunded
ORD-00481,CUST-0196,PROD-0041,David Wilson,2023-06-13,7,299.74,1951.33,0.07,428.15,Cancelled
ORD-00482,CUST-0043,PROD-0028,Ashley Taylor,2023-04-18,2,181.97,302.06,0.17,112.1,Refunded
ORD-00483,CUST-0185,PROD-0033,Michael Brown,2022-04-03,19,118.93,1739.95,0.23,537.36,Refunded
ORD-00484,CUST-0083,PROD-0029,Emily Davis,2023-02-28,15,612.94,7814.96,0.15,2452.26,Refunded
ORD-00485,CUST-0065,PROD-0021,Sarah Johnson,2022-04-03,6,412.61,2030.06,0.18,278.25,Refunded
ORD-00486,CUST-0093,PROD-0006,Michael Brown,2023-10-12,13,551.52,5879.19,0.18,2307.92,Refunded
ORD-00487,CUST-0098,PROD-0003,Michael Brown,2023-07-18,11,590.57,5586.8,0.14,1664.08,Pending
ORD-00488,CUST-0038,PROD-0012,Ashley Taylor,2024-06-08,2,791.66,1424.98,0.1,274.82,Cancelled
ORD-00489,CUST-0047,PROD-0008,John Smith,2023-10-04,7,871.57,6101.0,0.0,2011.0,Refunded
ORD-00490,CUST-0219,PROD-0032,Emily Davis,2023-05-25,1,362.51,308.13,0.15,76.43,Refunded
ORD-00491,CUST-0105,PROD-0029,David Wilson,2023-04-10,20,630.69,12613.7,0.0,4599.59,Pending
ORD-00492,CUST-0048,PROD-0010,David Wilson,2022-02-20,12,529.43,6289.68,0.01,2240.06,Cancelled
ORD-00493,CUST-0013,PROD-0007,Michael Brown,2022-03-31,6,185.39,1067.84,0.04,197.89,Refunded
ORD-00494,CUST-0149,PROD-0024,James Anderson,2024-02-07,3,76.89,186.84,0.19,36.78,Completed
ORD-00495,CUST-0110,PROD-0036,David Wilson,2024-02-16,16,453.27,7034.72,0.03,2169.41,Cancelled
ORD-00496,CUST-0106,PROD-0034,Sarah Johnson,2023-06-24,7,483.77,2878.42,0.15,382.23,Refunded
ORD-00497,CUST-0177,PROD-0039,David Wilson,2024-01-12,10,693.18,6169.31,0.11,2186.03,Cancelled
ORD-00498,CUST-0158,PROD-0037,Emily Davis,2022-05-13,16,259.81,3658.09,0.12,563.24,Cancelled
ORD-00499,CUST-0001,PROD-0008,James Anderson,2022-07-18,4,594.97,1951.49,0.18,316.53,Refunded
ORD-00500,CUST-0086,PROD-0023,David Wilson,2022-02-16,7,92.57,647.98,0.0,103.91,Cancelled
ORD-00501,CUST-0018,PROD-0020,Jessica Martinez,2024-03-20,18,389.21,6445.29,0.08,656.38,Cancelled
ORD-00502,CUST-0186,PROD-0037,Jessica Martinez,2023-02-10,1,273.01,215.68,0.21,34.12,Refunded
ORD-00503,CUST-0205,PROD-0003,Jessica Martinez,2023-05-01,16,562.99,8647.55,0.04,2059.72,Refunded
ORD-00504,CUST-0209,PROD-0027,Jessica Martinez,2024-03-13,2,828.83,1309.55,0.21,248.56,Completed
ORD-00505,CUST-0148,PROD-0044,John Smith,2022-08-02,12,398.59,4687.39,0.02,678.69,Cancelled
ORD-00506,CUST-0161,PROD-0035,Sarah Johnson,2023-01-20,19,124.28,2007.19,0.15,313.55,Cancelled
ORD-00507,CUST-0220,PROD-0021,Emily Davis,2023-12-24,9,415.55,3365.94,0.1,838.51,Cancelled
ORD-00508,CUST-0213,PROD-0020,John Smith,2023-04-08,10,374.03,3590.67,0.04,762.17,Pending
ORD-00509,CUST-0114,PROD-0033,Jessica Martinez,2022-04-05,16,113.6,1399.6,0.23,204.65,Refunded
ORD-00510,CUST-0224,PROD-0034,Michael Brown,2024-01-21,11,507.29,5357.01,0.04,1936.77,Pending
ORD-00511,CUST-0010,PROD-0030,John Smith,2024-01-12,17,725.24,11959.19,0.03,2311.64,Completed
ORD-00512,CUST-0120,PROD-0003,Emily Davis,2022-12-08,10,440.95,4365.38,0.01,1429.87,Cancelled
ORD-00513,CUST-0050,PROD-0019,David Wilson,2022-07-25,11,471.88,4204.41,0.19,1266.95,Pending
ORD-00514,CUST-0071,PROD-0008,Jessica Martinez,2022-06-11,20,592.2,10185.92,0.14,1331.43,Cancelled
ORD-00515,CUST-0037,PROD-0046,Jessica Martinez,2022-10-05,19,180.32,3220.5,0.06,390.88,Refunded
ORD-00516,CUST-0034,PROD-0002,James Anderson,2022-02-21,2,555.13,1076.95,0.03,125.08,Refunded
ORD-00517,CUST-0181,PROD-0039,Emily Davis,2022-07-03,15,682.6,8703.12,0.15,1686.07,Completed
ORD-00518,CUST-0196,PROD-0030,Ashley Taylor,2024-02-13,3,783.46,1880.3,0.2,706.82,Completed
ORD-00519,CUST-0080,PROD-0044,Michael Brown,2023-04-12,15,455.53,6012.99,0.12,2310.4,Cancelled
ORD-00520,CUST-0101,PROD-0012,Ashley Taylor,2023-01-08,11,770.69,6782.1,0.2,2473.58,Refunded
ORD-00521,CUST-0017,PROD-0031,Jessica Martinez,2022-01-31,16,109.66,1544.01,0.12,233.52,Pending
ORD-00522,CUST-0027,PROD-0026,David Wilson,2023-06-05,4,305.37,1123.76,0.08,331.32,Refunded
ORD-00523,CUST-0152,PROD-0027,James Anderson,2023-02-15,8,623.71,4291.13,0.14,1682.84,Completed
ORD-00524,CUST-0054,PROD-0045,Emily Davis,2022-12-15,14,215.53,2594.97,0.14,525.9,Pending
ORD-00525,CUST-0172,PROD-0005,Ashley Taylor,2023-11-10,19,139.01,2086.49,0.21,280.21,Cancelled
ORD-00526,CUST-0025,PROD-0029,James Anderson,2023-07-23,13,662.2,8436.43,0.02,1118.87,Cancelled
ORD-00527,CUST-0166,PROD-0043,John Smith,2023-05-22,7,65.19,365.07,0.2,133.68,Pending
ORD-00528,CUST-0039,PROD-0029,Emily Davis,2023-11-08,13,777.84,8595.15,0.15,2012.54,Cancelled
ORD-00529,CUST-0146,PROD-0044,Sarah Johnson,2022-11-03,14,393.64,4518.99,0.18,1692.52,Completed
ORD-00530,CUST-0131,PROD-0026,John Smith,2023-09-19,10,308.8,3026.29,0.02,1120.7,Completed
ORD-00531,CUST-0144,PROD-0023,James Anderson,2023-12-22,10,75.31,587.42,0.22,100.2,Cancelled
ORD-00532,CUST-0098,PROD-0026,Michael Brown,2023-12-30,18,255.59,4370.65,0.05,664.44,Pending
ORD-00533,CUST-0099,PROD-0024,Michael Brown,2023-07-23,5,74.37,345.81,0.07,125.12,Pending
ORD-00534,CUST-0019,PROD-0042,Michael Brown,2022-01-12,16,69.72,937.02,0.16,367.77,Completed
ORD-00535,CUST-0165,PROD-0027,Ashley Taylor,2022-05-21,20,808.7,12453.98,0.23,3573.98,Refunded
ORD-00536,CUST-0210,PROD-0029,Ashley Taylor,2023-07-20,8,730.12,5548.89,0.05,1561.3,Pending
ORD-00537,CUST-0129,PROD-0018,John Smith,2023-12-31,18,73.04,1130.73,0.14,124.42,Refunded
ORD-00538,CUST-0095,PROD-0008,David Wilson,2023-12-23,3,770.91,2220.21,0.04,709.11,Refunded
ORD-00539,CUST-0021,PROD-0034,Sarah Johnson,2023-06-14,3,642.94,1813.08,0.06,524.34,Cancelled
ORD-00540,CUST-0014,PROD-0022,Ashley Taylor,2023-09-20,1,273.2,240.41,0.12,61.02,Cancelled
ORD-00541,CUST-0091,PROD-0019,David Wilson,2023-03-08,2,474.65,787.92,0.17,220.06,Cancelled
ORD-00542,CUST-0162,PROD-0031,John Smith,2022-03-04,19,135.56,2549.84,0.01,1012.57,Cancelled
ORD-00543,CUST-0022,PROD-0009,David Wilson,2023-05-12,9,785.64,6646.55,0.06,1892.53,Cancelled
ORD-00544,CUST-0190,PROD-0008,Jessica Martinez,2022-01-15,19,778.36,12126.79,0.18,3610.71,Pending
ORD-00545,CUST-0201,PROD-0045,Jessica Martinez,2022-09-25,6,184.3,884.62,0.2,317.23,Completed
ORD-00546,CUST-0153,PROD-0010,Ashley Taylor,2022-05-29,14,746.1,8460.77,0.19,1450.04,Pending
ORD-00547,CUST-0148,PROD-0047,Sarah Johnson,2022-08-04,2,614.15,1031.77,0.16,337.02,Completed
ORD-00548,CUST-0119,PROD-0026,Emily Davis,2022-06-21,16,266.4,3452.56,0.19,1124.6,Refunded
ORD-00549,CUST-0181,PROD-0025,David Wilson,2023-12-01,5,715.02,3110.35,0.13,716.69,Refunded
ORD-00550,CUST-0174,PROD-0021,Jessica Martinez,2023-01-27,2,456.33,894.41,0.02,232.0,Refunded
ORD-00551,CUST-0236,PROD-0042,David Wilson,2023-09-18,11,101.09,1034.12,0.07,352.32,Refunded
ORD-00552,CUST-0198,PROD-0044,Michael Brown,2023-04-18,19,474.59,7303.94,0.19,1869.7,Cancelled
ORD-00553,CUST-0003,PROD-0044,Sarah Johnson,2023-07-15,3,339.73,1019.18,0.0,131.79,Refunded
ORD-00554,CUST-0057,PROD-0047,John Smith,2022-12-26,7,487.05,3375.29,0.01,964.72,Pending
ORD-00555,CUST-0164,PROD-0008,James Anderson,2023-09-06,4,811.33,3180.41,0.02,894.99,Pending
ORD-00556,CUST-0179,PROD-0012,Ashley Taylor,2022-04-24,15,636.17,7920.32,0.17,971.94,Cancelled
ORD-00557,CUST-0110,PROD-0045,David Wilson,2024-02-27,11,243.03,2512.98,0.06,839.89,Completed
ORD-00558,CUST-0100,PROD-0022,Ashley Taylor,2023-01-27,9,325.84,2228.73,0.24,399.83,Completed
ORD-00559,CUST-0238,PROD-0013,James Anderson,2023-05-19,6,576.75,2906.82,0.16,385.24,Pending
ORD-00560,CUST-0165,PROD-0007,David Wilson,2023-09-21,9,225.8,1971.2,0.03,240.24,Refunded
ORD-00561,CUST-0230,PROD-0032,David Wilson,2022-01-20,1,302.91,233.24,0.23,69.83,Pending
ORD-00562,CUST-0085,PROD-0026,Ashley Taylor,2023-12-18,17,277.64,3870.26,0.18,1282.21,Refunded
ORD-00563,CUST-0217,PROD-0047,Ashley Taylor,2023-02-18,3,600.29,1548.75,0.14,156.41,Completed
ORD-00564,CUST-0138,PROD-0023,Sarah Johnson,2023-08-04,10,83.88,754.9,0.1,218.68,Cancelled
ORD-00565,CUST-0219,PROD-0022,Emily Davis,2023-07-02,15,221.28,2688.6,0.19,502.73,Pending
ORD-00566,CUST-0011,PROD-0025,Jessica Martinez,2023-07-22,10,772.1,6408.47,0.17,2364.33,Refunded
ORD-00567,CUST-0227,PROD-0041,Emily Davis,2022-03-28,7,243.98,1656.6,0.03,261.62,Refunded
ORD-00568,CUST-0017,PROD-0035,Ashley Taylor,2023-02-03,16,115.12,1602.51,0.13,561.32,Completed
ORD-00569,CUST-0087,PROD-0004,Ashley Taylor,2022-02-07,2,49.5,89.11,0.1,14.57,Pending
ORD-00570,CUST-0149,PROD-0015,John Smith,2024-01-29,2,447.21,733.43,0.18,180.91,Refunded
ORD-00571,CUST-0012,PROD-0016,David Wilson,2023-09-26,5,55.97,279.83,0.0,81.09,Completed
ORD-00572,CUST-0157,PROD-0011,Ashley Taylor,2023-04-13,3,210.17,504.4,0.2,66.53,Pending
ORD-00573,CUST-0206,PROD-0013,Michael Brown,2022-03-06,13,533.72,6383.3,0.08,2507.08,Cancelled
ORD-00574,CUST-0247,PROD-0014,David Wilson,2024-05-06,19,175.02,3192.34,0.04,379.78,Pending
ORD-00575,CUST-0107,PROD-0011,John Smith,2024-02-15,18,199.31,3444.14,0.04,596.16,Pending
ORD-00576,CUST-0203,PROD-0041,John Smith,2022-04-13,6,262.52,1575.13,0.0,387.62,Completed
ORD-00577,CUST-0238,PROD-0006,Ashley Taylor,2022-07-03,19,593.89,8801.46,0.22,1979.16,Pending
ORD-00578,CUST-0037,PROD-0041,John Smith,2022-07-31,15,226.22,3053.98,0.1,1164.87,Pending
ORD-00579,CUST-0128,PROD-0040,Emily Davis,2024-01-05,10,37.69,343.0,0.09,34.77,Pending
ORD-00580,CUST-0136,PROD-0007,Emily Davis,2022-05-01,18,201.85,3161.03,0.13,756.32,Cancelled
ORD-00581,CUST-0050,PROD-0008,John Smith,2022-02-24,16,839.33,11817.8,0.12,1748.18,Completed
ORD-00582,CUST-0094,PROD-0019,Ashley Taylor,2023-10-23,9,457.05,3784.34,0.08,1292.53,Completed
ORD-00583,CUST-0190,PROD-0004,Sarah Johnson,2022-04-17,6,62.75,361.41,0.04,39.29,Completed
ORD-00584,CUST-0185,PROD-0029,Jessica Martinez,2022-08-29,11,797.85,7898.76,0.1,2560.19,Pending
ORD-00585,CUST-0029,PROD-0021,James Anderson,2024-03-08,8,337.51,2214.08,0.18,799.21,Pending
ORD-00586,CUST-0121,PROD-0038,Ashley Taylor,2022-03-17,14,112.75,1515.4,0.04,573.38,Pending
ORD-00587,CUST-0096,PROD-0009,Emily Davis,2023-02-01,7,769.73,4526.02,0.16,1777.22,Cancelled
ORD-00588,CUST-0009,PROD-0045,Ashley Taylor,2022-05-11,9,213.57,1864.43,0.03,662.8,Refunded
ORD-00589,CUST-0195,PROD-0022,Michael Brown,2022-06-25,10,237.2,2016.23,0.15,679.2,Pending
ORD-00590,CUST-0106,PROD-0034,David Wilson,2022-03-30,7,549.15,3267.46,0.15,1147.19,Completed
ORD-00591,CUST-0110,PROD-0048,Michael Brown,2024-01-18,8,83.04,611.21,0.08,167.37,Completed
ORD-00592,CUST-0012,PROD-0003,Ashley Taylor,2023-03-04,17,640.74,10783.6,0.01,2796.58,Completed
ORD-00593,CUST-0127,PROD-0016,Emily Davis,2023-04-09,1,42.44,35.23,0.17,7.82,Pending
ORD-00594,CUST-0076,PROD-0016,Michael Brown,2023-01-03,3,54.79,164.38,0.0,49.43,Refunded
ORD-00595,CUST-0147,PROD-0048,James Anderson,2024-05-28,15,74.25,980.15,0.12,138.78,Pending
ORD-00596,CUST-0224,PROD-0024,Jessica Martinez,2024-03-19,1,68.49,53.42,0.22,6.48,Completed
ORD-00597,CUST-0110,PROD-0049,Sarah Johnson,2022-10-31,20,385.02,6622.3,0.14,2240.61,Cancelled
ORD-00598,CUST-0239,PROD-0004,Jessica Martinez,2024-01-24,12,53.5,500.72,0.22,66.74,Refunded
ORD-00599,CUST-0011,PROD-0024,Emily Davis,2023-09-26,18,61.31,904.95,0.18,242.73,Pending
ORD-00600,CUST-0062,PROD-0035,Emily Davis,2022-12-09,16,90.73,1190.37,0.18,387.68,Pending
ORD-00601,CUST-0091,PROD-0018,Jessica Martinez,2022-11-25,14,76.03,989.93,0.07,117.81,Refunded
ORD-00602,CUST-0129,PROD-0034,David Wilson,2023-05-13,16,628.81,8249.98,0.18,2503.81,Refunded
ORD-00603,CUST-0095,PROD-0044,Sarah Johnson,2023-09-28,3,510.33,1454.44,0.05,531.15,Completed
ORD-00604,CUST-0230,PROD-0012,Michael Brown,2023-02-05,3,646.73,1881.99,0.03,344.0,Refunded
ORD-00605,CUST-0224,PROD-0014,Michael Brown,2022-06-04,1,158.76,147.65,0.07,57.71,Refunded
ORD-00606,CUST-0108,PROD-0029,Emily Davis,2022-12-22,1,845.08,785.92,0.07,93.43,Cancelled
ORD-00607,CUST-0149,PROD-0022,Ashley Taylor,2023-02-26,11,286.99,2778.03,0.12,832.73,Refunded
ORD-00608,CUST-0146,PROD-0009,Ashley Taylor,2022-11-08,10,916.22,8795.69,0.04,1565.65,Cancelled
ORD-00609,CUST-0198,PROD-0004,Michael Brown,2022-10-23,10,45.23,402.56,0.11,60.35,Cancelled
ORD-00610,CUST-0250,PROD-0012,Jessica Martinez,2022-07-06,5,812.81,3901.48,0.04,526.99,Pending
ORD-00611,CUST-0067,PROD-0024,Jessica Martinez,2023-03-28,18,56.29,830.9,0.18,248.99,Pending
ORD-00612,CUST-0115,PROD-0035,James Anderson,2023-01-17,18,130.41,2159.6,0.08,812.29,Refunded
ORD-00613,CUST-0038,PROD-0030,Jessica Martinez,2024-02-26,5,899.78,4498.88,0.0,1446.61,Cancelled
ORD-00614,CUST-0230,PROD-0019,Ashley Taylor,2023-05-01,19,625.12,9858.12,0.17,3350.51,Cancelled
ORD-00615,CUST-0029,PROD-0047,David Wilson,2023-12-07,2,531.58,1031.27,0.03,273.58,Completed
ORD-00616,CUST-0159,PROD-0015,Emily Davis,2023-02-16,3,370.24,1021.86,0.08,288.62,Pending
ORD-00617,CUST-0240,PROD-0050,Sarah Johnson,2024-03-11,1,71.14,69.72,0.02,24.74,Refunded
ORD-00618,CUST-0126,PROD-0021,Jessica Martinez,2022-07-19,17,398.28,5145.79,0.24,1916.98,Refunded
ORD-00619,CUST-0184,PROD-0028,David Wilson,2022-06-01,12,188.33,2259.93,0.0,459.84,Refunded
ORD-00620,CUST-0144,PROD-0006,Ashley Taylor,2024-06-14,15,480.15,5833.77,0.19,1310.75,Cancelled
ORD-00621,CUST-0207,PROD-0047,Sarah Johnson,2022-06-17,14,643.4,7386.18,0.18,1656.41,Pending
ORD-00622,CUST-0078,PROD-0031,James Anderson,2022-08-01,17,158.39,2019.51,0.25,242.01,Completed
ORD-00623,CUST-0105,PROD-0041,Michael Brown,2022-01-07,14,294.62,3959.72,0.04,944.93,Pending
ORD-00624,CUST-0214,PROD-0025,David Wilson,2022-07-10,16,658.25,10426.75,0.01,3627.2,Refunded
ORD-00625,CUST-0190,PROD-0030,Ashley Taylor,2023-07-27,1,672.55,645.65,0.04,122.71,Completed
ORD-00626,CUST-0171,PROD-0019,John Smith,2023-11-01,16,502.95,6196.32,0.23,1818.22,Completed
ORD-00627,CUST-0071,PROD-0032,Ashley Taylor,2024-02-23,3,430.58,1097.99,0.15,228.96,Refunded
ORD-00628,CUST-0067,PROD-0041,John Smith,2024-06-08,4,270.33,984.01,0.09,314.77,Cancelled
ORD-00629,CUST-0149,PROD-0004,Michael Brown,2022-06-16,15,45.18,528.63,0.22,74.35,Completed
ORD-00630,CUST-0093,PROD-0027,Sarah Johnson,2022-10-07,12,742.06,8815.71,0.01,1652.94,Pending
ORD-00631,CUST-0161,PROD-0012,Jessica Martinez,2024-02-24,20,790.31,12803.01,0.19,3368.65,Cancelled
ORD-00632,CUST-0176,PROD-0045,Michael Brown,2022-10-05,4,224.1,779.88,0.13,160.26,Completed
ORD-00633,CUST-0133,PROD-0019,Michael Brown,2022-05-21,16,493.19,7101.88,0.1,2672.24,Completed
ORD-00634,CUST-0040,PROD-0033,Sarah Johnson,2022-08-12,7,125.45,702.5,0.2,187.99,Refunded
ORD-00635,CUST-0235,PROD-0005,David Wilson,2023-04-17,5,105.66,406.81,0.23,99.2,Cancelled
ORD-00636,CUST-0210,PROD-0029,Michael Brown,2022-05-23,20,894.59,15565.81,0.13,6086.75,Cancelled
ORD-00637,CUST-0191,PROD-0008,Emily Davis,2022-01-30,5,657.71,2729.48,0.17,524.68,Pending
ORD-00638,CUST-0109,PROD-0045,James Anderson,2022-03-22,4,230.68,904.25,0.02,300.58,Completed
ORD-00639,CUST-0028,PROD-0003,David Wilson,2022-07-21,17,596.15,8614.35,0.15,2073.69,Completed
ORD-00640,CUST-0078,PROD-0043,Emily Davis,2022-03-09,4,63.45,203.04,0.2,76.35,Pending
ORD-00641,CUST-0172,PROD-0023,Jessica Martinez,2022-07-09,5,72.23,285.31,0.21,109.15,Cancelled
ORD-00642,CUST-0219,PROD-0033,Sarah Johnson,2022-06-14,20,159.23,2993.51,0.06,811.45,Completed
ORD-00643,CUST-0056,PROD-0046,John Smith,2023-06-26,10,138.82,1332.66,0.04,434.72,Completed
ORD-00644,CUST-0236,PROD-0033,Ashley Taylor,2022-08-08,16,163.48,2380.33,0.09,658.91,Completed
ORD-00645,CUST-0214,PROD-0023,Sarah Johnson,2022-07-05,14,108.68,1445.5,0.05,243.23,Cancelled
ORD-00646,CUST-0120,PROD-0008,John Smith,2022-05-07,16,751.76,9742.8,0.19,3034.1,Completed
ORD-00647,CUST-0127,PROD-0008,Ashley Taylor,2022-12-02,15,709.08,9040.74,0.15,1750.31,Pending
ORD-00648,CUST-0105,PROD-0019,Ashley Taylor,2023-07-22,14,628.51,8359.24,0.05,1010.49,Cancelled
ORD-00649,CUST-0004,PROD-0044,Sarah Johnson,2022-07-03,4,427.71,1539.76,0.1,395.41,Completed
ORD-00650,CUST-0102,PROD-0026,Michael Brown,2022-05-27,4,291.38,944.08,0.19,347.16,Completed
ORD-00651,CUST-0250,PROD-0013,Emily Davis,2023-01-08,20,513.25,8109.34,0.21,1794.49,Refunded
ORD-00652,CUST-0128,PROD-0018,James Anderson,2024-01-13,19,84.45,1363.79,0.15,445.81,Cancelled
ORD-00653,CUST-0171,PROD-0039,Ashley Taylor,2023-05-03,16,697.22,9705.25,0.13,1399.62,Completed
ORD-00654,CUST-0065,PROD-0032,Sarah Johnson,2022-05-06,5,355.53,1759.86,0.01,565.51,Refunded
ORD-00655,CUST-0007,PROD-0012,Sarah Johnson,2023-11-26,11,675.14,7129.53,0.04,2043.25,Completed
ORD-00656,CUST-0193,PROD-0034,Ashley Taylor,2023-11-08,15,614.3,8753.8,0.05,2614.13,Cancelled
ORD-00657,CUST-0088,PROD-0035,Sarah Johnson,2023-07-10,2,110.67,166.0,0.25,60.43,Refunded
ORD-00658,CUST-0081,PROD-0025,David Wilson,2023-04-06,2,705.2,1396.3,0.01,372.81,Pending
ORD-00659,CUST-0111,PROD-0009,Ashley Taylor,2023-05-19,13,721.42,8253.08,0.12,1096.13,Refunded
ORD-00660,CUST-0144,PROD-0011,James Anderson,2023-05-03,13,184.51,2230.77,0.07,618.62,Cancelled
ORD-00661,CUST-0073,PROD-0021,Jessica Martinez,2024-02-24,19,310.58,5842.04,0.01,2051.02,Completed
ORD-00662,CUST-0229,PROD-0041,James Anderson,2024-02-23,4,233.69,831.95,0.11,330.77,Cancelled
ORD-00663,CUST-0170,PROD-0016,Sarah Johnson,2022-02-27,10,46.04,391.35,0.15,146.02,Cancelled
ORD-00664,CUST-0087,PROD-0011,James Anderson,2022-04-28,11,146.5,1595.4,0.01,474.36,Refunded
ORD-00665,CUST-0006,PROD-0045,James Anderson,2022-10-01,1,204.85,153.64,0.25,32.77,Cancelled
ORD-00666,CUST-0026,PROD-0032,Jessica Martinez,2023-08-10,7,295.54,1903.31,0.08,477.41,Pending
ORD-00667,CUST-0077,PROD-0024,Sarah Johnson,2023-09-22,7,77.94,480.09,0.12,170.05,Pending
ORD-00668,CUST-0068,PROD-0004,Sarah Johnson,2022-10-22,19,48.59,830.92,0.1,139.4,Completed
ORD-00669,CUST-0087,PROD-0018,Sarah Johnson,2023-08-30,17,61.98,927.21,0.12,151.06,Cancelled
ORD-00670,CUST-0206,PROD-0020,David Wilson,2023-06-01,18,413.13,6841.51,0.08,1534.51,Refunded
ORD-00671,CUST-0196,PROD-0036,Michael Brown,2023-11-19,1,480.55,403.66,0.16,102.88,Refunded
ORD-00672,CUST-0170,PROD-0048,James Anderson,2022-08-07,9,85.04,589.31,0.23,153.11,Completed
ORD-00673,CUST-0052,PROD-0024,David Wilson,2023-06-19,8,63.96,491.21,0.04,150.11,Refunded
ORD-00674,CUST-0082,PROD-0005,Michael Brown,2023-02-25,14,133.36,1736.37,0.07,323.16,Cancelled
ORD-00675,CUST-0154,PROD-0016,David Wilson,2023-12-05,4,49.5,190.09,0.04,20.59,Refunded
ORD-00676,CUST-0144,PROD-0028,John Smith,2023-05-13,2,192.76,366.24,0.05,66.59,Cancelled
ORD-00677,CUST-0206,PROD-0018,Ashley Taylor,2024-03-19,6,81.03,408.38,0.16,46.01,Completed
ORD-00678,CUST-0221,PROD-0006,James Anderson,2022-02-26,10,502.89,3922.58,0.22,1452.03,Cancelled
ORD-00679,CUST-0169,PROD-0006,Sarah Johnson,2023-11-19,5,522.12,2453.96,0.06,665.74,Cancelled
ORD-00680,CUST-0227,PROD-0006,James Anderson,2023-05-24,4,485.33,1572.47,0.19,305.1,Pending
ORD-00681,CUST-0056,PROD-0010,David Wilson,2023-03-10,7,543.76,2892.82,0.24,670.68,Completed
ORD-00682,CUST-0137,PROD-0024,Emily Davis,2023-05-18,4,70.5,259.43,0.08,58.93,Cancelled
ORD-00683,CUST-0201,PROD-0010,John Smith,2024-06-19,12,614.69,5827.29,0.21,619.57,Completed
ORD-00684,CUST-0235,PROD-0043,Jessica Martinez,2023-12-09,18,71.25,1154.18,0.1,336.66,Completed
ORD-00685,CUST-0222,PROD-0016,David Wilson,2023-07-02,13,59.39,772.02,0.0,299.72,Cancelled
ORD-00686,CUST-0240,PROD-0049,Ashley Taylor,2022-04-03,7,378.8,2094.78,0.21,310.17,Cancelled
ORD-00687,CUST-0208,PROD-0050,Ashley Taylor,2024-06-19,2,83.35,155.04,0.07,19.23,Refunded
ORD-00688,CUST-0106,PROD-0022,Sarah Johnson,2024-01-25,4,294.02,929.12,0.21,287.6,Cancelled
ORD-00689,CUST-0155,PROD-0047,John Smith,2023-03-07,11,607.69,5949.24,0.11,643.74,Pending
ORD-00690,CUST-0114,PROD-0042,Sarah Johnson,2023-10-08,13,74.2,916.37,0.05,175.64,Completed
ORD-00691,CUST-0064,PROD-0034,Jessica Martinez,2022-06-11,5,601.66,2376.56,0.21,726.58,Refunded
ORD-00692,CUST-0224,PROD-0048,David Wilson,2023-05-05,6,60.56,301.59,0.17,104.96,Pending
ORD-00693,CUST-0107,PROD-0024,Emily Davis,2022-03-28,13,56.22,555.48,0.24,202.92,Completed
ORD-00694,CUST-0237,PROD-0036,Emily Davis,2022-01-24,8,590.56,3637.85,0.23,1426.9,Cancelled
ORD-00695,CUST-0219,PROD-0011,Sarah Johnson,2023-12-20,20,148.85,2649.51,0.11,471.74,Cancelled
ORD-00696,CUST-0243,PROD-0037,Ashley Taylor,2022-06-24,17,217.96,3297.8,0.11,1239.96,Refunded
ORD-00697,CUST-0058,PROD-0046,Michael Brown,2022-05-02,9,139.61,1168.49,0.07,290.08,Refunded
ORD-00698,CUST-0053,PROD-0039,Michael Brown,2024-05-26,10,514.78,4221.18,0.18,661.92,Refunded
ORD-00699,CUST-0038,PROD-0002,Emily Davis,2024-03-22,9,512.07,4332.14,0.06,1019.32,Cancelled
ORD-00700,CUST-0176,PROD-0042,James Anderson,2023-08-20,1,86.19,75.85,0.12,27.41,Pending
ORD-00701,CUST-0099,PROD-0046,John Smith,2024-01-01,20,154.52,2905.02,0.06,373.54,Completed
ORD-00702,CUST-0239,PROD-0016,John Smith,2022-12-07,12,50.93,458.34,0.25,174.99,Completed
ORD-00703,CUST-0130,PROD-0040,John Smith,2022-09-17,13,30.05,324.22,0.17,45.28,Pending
ORD-00704,CUST-0044,PROD-0033,Jessica Martinez,2022-09-24,11,141.85,1217.05,0.22,169.87,Refunded
ORD-00705,CUST-0067,PROD-0008,David Wilson,2022-05-26,5,686.46,3020.42,0.12,1184.04,Cancelled
