Product ID,Product Name,Category,Supplier,Purchase Date,Unit Cost,Selling Price,Quantity In Stock,Reorder Level,Warehouse Location,Sales Quantity,Revenue,Profit
PRD-1240,Dress Shirt - Max,Clothing,Premium Suppliers,2025-07-26,56.66,158.73,348,53,WH-C1,98,15555.54,10002.86
PRD-1742,Backpack - Pro,Sports & Outdoors,Elite Imports,2024-11-06,45.34,98.6,55,38,WH-A2,220,21692.0,11717.2
PRD-1789,Self-Help Guide - Elite,Books,Global Traders Inc.,2025-06-18,27.24,54.58,489,29,WH-A1,141,7695.78,3854.94
PRD-1584,Rug - Premium,Home & Garden,Elite Imports,2024-08-08,34.66,78.61,233,100,WH-A2,288,22639.68,12657.6
PRD-1544,Wall Clock - Pro,Home & Garden,TechSupply Co.,2024-09-21,16.3,41.49,209,66,WH-B2,218,9044.82,5491.42
PRD-1763,Mystery Novel - Basic,Books,Prime Distributors,2025-02-27,19.53,33.65,423,58,WH-C2,2,67.3,28.24
PRD-1262,Cargo Shorts - Max,Clothing,TechSupply Co.,2025-04-06,56.44,110.75,11,70,WH-C1,1,110.75,54.31
PRD-1616,Mirror - Lite,Home & Garden,Value Wholesalers,2026-04-06,47.15,106.07,345,78,WH-C2,218,23123.26,12844.56
PRD-1842,Travel Guide - Ultra,Books,TechSupply Co.,2026-06-21,29.75,84.26,60,69,WH-D1,192,16177.92,10465.92
PRD-1340,Protein Bars - Plus,Food & Beverage,Premium Suppliers,2025-03-11,9.53,13.36,396,31,WH-B2,234,3126.24,896.22
PRD-1658,Water Bottle - Max,Sports & Outdoors,Value Wholesalers,2024-10-16,96.63,157.3,225,70,WH-C1,146,22965.8,8857.82
PRD-1542,Wall Clock - Deluxe,Home & Garden,Premium Suppliers,2024-08-09,36.69,75.33,130,81,WH-C1,42,3163.86,1622.88
PRD-1794,Science Fiction - Standard,Books,Elite Imports,2024-12-20,6.56,17.75,87,53,WH-B1,190,3372.5,2126.1
PRD-1184,Running Shoes - Elite,Clothing,Global Traders Inc.,2025-02-10,69.28,133.54,390,40,WH-C2,262,34987.48,16836.12
PRD-1138,Charger Adapter - Ultra,Electronics,Prime Distributors,2024-12-22,52.96,121.58,283,46,WH-D1,119,14468.02,8165.78
PRD-2150,Hand Sanitizer - Ultra,Health & Beauty,Premium Suppliers,2025-11-10,33.94,88.45,439,35,WH-C2,247,21847.15,13463.97
PRD-1695,Swim Goggles - Standard,Sports & Outdoors,Premium Suppliers,2025-08-31,34.39,87.07,411,56,WH-C1,87,7575.09,4583.16
PRD-1994,Science Kit - Basic,Toys,FastTrack Logistics,2026-04-04,26.31,64.69,426,26,WH-A2,266,17207.54,10209.08
PRD-1081,Power Bank - Basic,Electronics,Prime Distributors,2025-12-18,80.64,129.83,143,96,WH-B2,141,18306.03,6935.79
PRD-1939,Puzzle Set - Basic,Toys,Global Traders Inc.,2025-08-11,19.17,47.58,84,75,WH-A1,0,0.0,0.0
PRD-1778,Cookbook - Elite,Books,Value Wholesalers,2024-08-09,25.17,56.22,123,30,WH-B2,6,337.32,186.3
PRD-2167,Eye Cream - Premium,Health & Beauty,Value Wholesalers,2026-06-01,14.95,27.66,143,64,WH-C2,126,3485.16,1601.46
PRD-1030,Bluetooth Speaker - Elite,Electronics,Value Wholesalers,2025-04-14,67.77,144.75,374,91,WH-B1,249,36042.75,19168.02
PRD-1423,Energy Drink - Pro,Food & Beverage,FastTrack Logistics,2025-01-21,22.24,46.76,135,69,WH-D1,292,13653.92,7159.84
PRD-1166,Denim Jeans - Premium,Clothing,FastTrack Logistics,2026-01-27,51.37,135.63,335,29,WH-A2,252,34178.76,21233.52
PRD-1249,Hoodie - Classic,Clothing,Prime Distributors,2026-01-24,75.24,116.96,428,70,WH-B2,95,11111.2,3963.4
PRD-1308,Beanie - Lite,Clothing,Quality Goods Ltd.,2025-09-05,20.79,43.6,163,57,WH-B2,251,10943.6,5725.31
PRD-1347,Mixed Nuts - Ultra,Food & Beverage,Elite Imports,2026-03-10,15.65,28.41,227,21,WH-A1,0,0.0,0.0
PRD-1335,Protein Bars - Pro,Food & Beverage,Quality Goods Ltd.,2025-12-24,20.53,38.1,272,55,WH-D1,86,3276.6,1511.02
PRD-1286,Windbreaker - Lite,Clothing,TechSupply Co.,2026-07-17,37.69,104.17,118,28,WH-D1,4,416.68,265.92
PRD-2004,Card Game - Deluxe,Toys,TechSupply Co.,2024-11-30,34.6,56.9,121,84,WH-C1,286,16273.4,6377.8
PRD-1680,Hiking Boots - Max,Sports & Outdoors,Global Traders Inc.,2025-09-19,55.6,99.45,3,34,WH-B1,174,17304.3,7629.9
PRD-1736,Fishing Rod - Plus,Sports & Outdoors,Value Wholesalers,2025-02-01,19.35,37.44,112,56,WH-A1,17,636.48,307.53
PRD-2135,Face Mask - Standard,Health & Beauty,Global Traders Inc.,2026-03-18,23.13,55.26,208,28,WH-B1,45,2486.7,1445.85
PRD-1895,Textbook - Basic,Books,Value Wholesalers,2025-03-04,4.1,8.61,363,91,WH-A1,252,2169.72,1136.52
PRD-1592,Rug - Max,Home & Garden,FastTrack Logistics,2024-10-24,32.06,61.45,77,26,WH-C2,11,675.95,323.29
PRD-2145,Hand Sanitizer - Premium,Health & Beauty,FastTrack Logistics,2025-03-06,33.1,50.11,485,74,WH-C1,69,3457.59,1173.69
PRD-1773,Cookbook - Deluxe,Books,FastTrack Logistics,2026-04-01,25.99,58.27,87,63,WH-A2,151,8798.77,4874.28
PRD-1787,Self-Help Guide - Ultra,Books,Premium Suppliers,2025-04-16,16.13,37.7,62,80,WH-B1,272,10254.4,5867.04
PRD-1677,Hiking Boots - Ultra,Sports & Outdoors,Elite Imports,2026-01-20,89.53,150.34,148,44,WH-B2,0,0.0,0.0
PRD-1066,Laptop Stand - Lite,Electronics,TechSupply Co.,2024-12-11,85.37,111.59,180,58,WH-D1,214,23880.26,5611.08
PRD-1948,Remote Control Car - Standard,Toys,Elite Imports,2025-11-24,41.24,102.65,289,100,WH-B1,119,12215.35,7307.79
PRD-1598,Lamp - Basic,Home & Garden,Quality Goods Ltd.,2025-06-20,42.48,80.96,165,40,WH-B2,21,1700.16,808.08
PRD-1558,Picture Frame - Elite,Home & Garden,Elite Imports,2026-06-25,31.51,57.83,195,48,WH-C1,117,6766.11,3079.44
PRD-2073,Toothpaste - Ultra,Health & Beauty,Prime Distributors,2025-06-29,20.69,43.24,192,91,WH-B1,36,1556.64,811.8
PRD-2088,Sunscreen - Plus,Health & Beauty,Global Traders Inc.,2026-05-19,16.32,36.91,244,82,WH-B1,51,1882.41,1050.09
PRD-1303,Beanie - Ultra,Clothing,Global Traders Inc.,2024-11-18,64.48,180.26,6,57,WH-C1,43,7751.18,4978.54
PRD-1255,Cargo Shorts - Standard,Clothing,FastTrack Logistics,2025-09-17,49.94,117.82,133,66,WH-B1,31,3652.42,2104.28
PRD-1941,Puzzle Set - Ultra,Toys,FastTrack Logistics,2025-06-07,44.86,98.73,447,58,WH-B2,160,15796.8,8619.2
PRD-1935,Action Figure - Lite,Toys,Global Traders Inc.,2025-12-29,24.76,47.43,393,20,WH-D1,242,11478.06,5486.14
PRD-1313,Organic Coffee - Pro,Food & Beverage,Value Wholesalers,2026-06-16,20.19,34.07,458,88,WH-C1,43,1465.01,596.84
PRD-2107,Lip Balm - Classic,Health & Beauty,Global Traders Inc.,2026-07-14,23.38,49.07,74,57,WH-B2,255,12512.85,6550.95
PRD-1222,Sneakers - Standard,Clothing,Elite Imports,2025-12-27,32.49,55.74,441,60,WH-B2,176,9810.24,4092.0
PRD-1389,Honey - Basic,Food & Beverage,TechSupply Co.,2025-07-21,13.03,26.39,176,92,WH-B2,198,5225.22,2645.28
PRD-1236,Dress Shirt - Pro,Clothing,Elite Imports,2025-02-02,53.29,129.47,430,68,WH-A2,124,16054.28,9446.32
PRD-2075,Toothpaste - Elite,Health & Beauty,Elite Imports,2025-05-24,37.85,104.53,191,69,WH-B2,36,3763.08,2400.48
PRD-1468,LED Bulb - Ultra,Home & Garden,Premium Suppliers,2026-06-24,52.44,138.65,372,36,WH-C1,249,34523.85,21466.29
PRD-1701,Swim Goggles - Elite,Sports & Outdoors,Premium Suppliers,2026-01-17,72.97,160.4,403,61,WH-B2,15,2406.0,1311.45
PRD-1306,Beanie - Max,Clothing,Elite Imports,2024-10-30,22.08,36.66,155,20,WH-C1,170,6232.2,2478.6
PRD-2100,Vitamins - Lite,Health & Beauty,Global Traders Inc.,2026-06-24,9.77,26.45,462,69,WH-B2,112,2962.4,1868.16
PRD-1487,Plant Pot - Deluxe,Home & Garden,Premium Suppliers,2025-01-03,39.79,70.08,319,57,WH-C2,67,4695.36,2029.43
PRD-1758,Binoculars - Plus,Sports & Outdoors,Prime Distributors,2025-12-17,78.78,166.36,171,28,WH-B1,72,11977.92,6305.76
PRD-1899,Textbook - Elite,Books,Global Traders Inc.,2025-07-06,18.94,55.53,428,61,WH-B2,41,2276.73,1500.19
PRD-2128,Hair Oil - Ultra,Health & Beauty,Value Wholesalers,2026-07-23,12.94,20.19,484,86,WH-C2,150,3028.5,1087.5
PRD-1250,Hoodie - Elite,Clothing,FastTrack Logistics,2026-07-14,29.48,70.88,475,62,WH-A1,278,19704.64,11509.2
PRD-1746,Backpack - Max,Sports & Outdoors,Elite Imports,2025-05-03,46.35,105.37,415,28,WH-B2,1,105.37,59.02
PRD-1585,Rug - Standard,Home & Garden,Value Wholesalers,2024-10-06,40.17,76.43,177,81,WH-C1,45,3439.35,1631.7
PRD-1072,Webcam HD - Ultra,Electronics,TechSupply Co.,2025-12-31,170.26,348.28,122,36,WH-A2,58,20200.24,10325.16
PRD-1095,Mouse Pad - Classic,Electronics,FastTrack Logistics,2025-10-07,145.05,267.59,351,49,WH-C2,101,27026.59,12376.54
PRD-1536,Throw Pillow - Elite,Home & Garden,FastTrack Logistics,2025-12-14,29.71,82.91,444,81,WH-A1,210,17411.1,11172.0
PRD-1034,USB-C Cable - Premium,Electronics,Quality Goods Ltd.,2024-11-22,22.35,31.25,336,94,WH-C1,161,5031.25,1432.9
PRD-1844,Travel Guide - Elite,Books,Elite Imports,2026-03-08,11.44,24.54,391,34,WH-B2,251,6159.54,3288.1
PRD-1630,Dumbbells - Deluxe,Sports & Outdoors,Prime Distributors,2026-04-30,52.83,121.21,280,71,WH-B1,204,24726.84,13949.52
PRD-1449,Rice Crackers - Max,Food & Beverage,Value Wholesalers,2025-05-10,24.2,41.3,19,88,WH-B2,191,7888.3,3266.1
PRD-1446,Rice Crackers - Ultra,Food & Beverage,Prime Distributors,2025-12-30,9.88,21.63,457,78,WH-A2,92,1989.96,1081.0
PRD-1260,Cargo Shorts - Classic,Clothing,Quality Goods Ltd.,2025-01-20,18.79,37.43,266,76,WH-C1,105,3930.15,1957.2
PRD-1205,Casual Shirt - Classic,Clothing,Premium Suppliers,2024-12-20,10.33,17.87,230,67,WH-B2,39,696.93,294.06
PRD-1900,Textbook - Max,Books,Elite Imports,2024-07-29,20.81,46.52,489,54,WH-D1,2,93.04,51.42
PRD-1809,History Book - Ultra,Books,Elite Imports,2024-12-19,23.39,41.91,95,68,WH-C2,251,10519.41,4648.52
PRD-1576,Vase - Basic,Home & Garden,FastTrack Logistics,2024-10-15,57.61,151.44,327,63,WH-B2,292,44220.48,27398.36
PRD-1366,Pasta Sauce - Deluxe,Food & Beverage,TechSupply Co.,2026-07-11,7.62,13.54,196,39,WH-A1,18,243.72,106.56
PRD-1671,Camping Tent - Lite,Sports & Outdoors,Global Traders Inc.,2026-01-22,24.52,42.7,338,96,WH-B2,287,12254.9,5217.66
PRD-1078,Power Bank - Premium,Electronics,Prime Distributors,2025-02-04,193.61,314.44,413,88,WH-C2,238,74836.72,28757.54
PRD-1085,Power Bank - Elite,Electronics,FastTrack Logistics,2025-11-08,57.65,124.84,161,35,WH-B1,94,11734.96,6315.86
PRD-1530,Throw Pillow - Standard,Home & Garden,FastTrack Logistics,2025-12-07,33.4,65.42,444,64,WH-B2,246,16093.32,7876.92
PRD-1083,Power Bank - Ultra,Electronics,Elite Imports,2026-07-06,32.21,50.44,354,51,WH-B2,297,14980.68,5414.31
PRD-1458,Spices - Classic,Food & Beverage,Prime Distributors,2026-04-07,13.77,26.08,144,34,WH-B2,254,6624.32,3126.74
PRD-2188,Serum - Lite,Health & Beauty,Prime Distributors,2025-10-08,4.76,8.15,90,70,WH-C2,96,782.4,325.44
PRD-1847,Travel Guide - Lite,Books,TechSupply Co.,2024-10-21,12.21,21.2,176,65,WH-D1,28,593.6,251.72
PRD-1791,Self-Help Guide - Plus,Books,Value Wholesalers,2025-01-15,28.16,63.74,215,76,WH-C2,10,637.4,355.8
PRD-1725,Basketball - Plus,Sports & Outdoors,TechSupply Co.,2025-03-14,17.43,34.98,435,55,WH-B1,143,5002.14,2509.65
PRD-1437,Coconut Water - Elite,Food & Beverage,Global Traders Inc.,2025-02-15,24.99,54.31,429,67,WH-A1,144,7820.64,4222.08
PRD-1705,Tennis Racket - Premium,Sports & Outdoors,Value Wholesalers,2025-08-09,28.74,64.17,220,75,WH-A1,175,11229.75,6200.25
PRD-2062,Shampoo - Ultra,Health & Beauty,Quality Goods Ltd.,2024-10-30,31.32,52.03,121,74,WH-A1,40,2081.2,828.4
PRD-1623,Yoga Mat - Classic,Sports & Outdoors,Premium Suppliers,2026-03-04,33.85,83.53,127,49,WH-A2,153,12780.09,7601.04
PRD-1351,Mixed Nuts - Plus,Food & Beverage,Prime Distributors,2024-10-31,17.79,37.14,44,32,WH-B2,63,2339.82,1219.05
PRD-1197,Winter Jacket - Plus,Clothing,Quality Goods Ltd.,2025-09-03,75.2,170.94,417,89,WH-A1,18,3076.92,1723.32
PRD-1465,LED Bulb - Deluxe,Home & Garden,FastTrack Logistics,2026-04-19,25.49,49.59,58,71,WH-C2,233,11554.47,5615.3
PRD-1579,Vase - Classic,Home & Garden,Value Wholesalers,2026-01-16,51.98,86.42,120,52,WH-A2,40,3456.8,1377.6
PRD-1006,Wireless Headphones - Ultra,Electronics,Global Traders Inc.,2025-09-26,168.44,343.99,441,66,WH-C1,35,12039.65,6144.25
PRD-1311,Organic Coffee - Deluxe,Food & Beverage,Global Traders Inc.,2025-05-31,17.48,26.42,155,50,WH-D1,78,2060.76,697.32
PRD-2092,Vitamins - Deluxe,Health & Beauty,Value Wholesalers,2026-05-26,39.11,103.05,412,32,WH-C1,0,0.0,0.0
PRD-1405,Dark Chocolate - Max,Food & Beverage,Premium Suppliers,2025-07-04,4.33,7.72,442,93,WH-C1,115,887.8,389.85
PRD-2034,Play Dough - Lite,Toys,Value Wholesalers,2025-12-26,47.69,74.57,197,44,WH-B2,168,12527.76,4515.84
PRD-1887,Comic Book - Classic,Books,Value Wholesalers,2025-12-18,22.26,57.69,376,96,WH-C2,48,2769.12,1700.64
PRD-1105,Keyboard - Ultra,Electronics,Quality Goods Ltd.,2025-01-07,39.24,64.57,450,82,WH-B1,122,7877.54,3090.26
PRD-1098,Mouse Pad - Plus,Electronics,FastTrack Logistics,2025-06-06,189.4,359.97,252,76,WH-C2,0,0.0,0.0
PRD-2040,Kite - Ultra,Toys,Elite Imports,2025-12-29,5.33,8.76,32,71,WH-B1,126,1103.76,432.18
PRD-1528,Curtain Rod - Lite,Home & Garden,Premium Suppliers,2025-03-30,55.48,146.8,20,61,WH-B2,266,39048.8,24291.12
PRD-1909,Building Blocks - Classic,Toys,FastTrack Logistics,2025-05-02,8.56,19.7,153,39,WH-B2,153,3014.1,1704.42
PRD-1970,Stuffed Animal - Standard,Toys,FastTrack Logistics,2026-03-22,7.33,12.75,305,95,WH-B2,260,3315.0,1409.2
PRD-1315,Organic Coffee - Classic,Food & Beverage,Value Wholesalers,2025-08-18,24.21,42.23,5,32,WH-D1,261,11022.03,4703.22
PRD-1600,Lamp - Ultra,Home & Garden,Global Traders Inc.,2024-10-13,28.88,43.89,406,55,WH-A2,202,8865.78,3032.02
PRD-1870,Technical Manual - Premium,Books,TechSupply Co.,2024-09-13,24.57,41.19,469,50,WH-D1,196,8073.24,3257.52
PRD-1063,Laptop Stand - Elite,Electronics,Elite Imports,2025-11-21,65.8,91.66,146,50,WH-C2,163,14940.58,4215.18
PRD-1282,Windbreaker - Classic,Clothing,Premium Suppliers,2026-06-07,48.5,88.85,74,22,WH-B2,299,26566.15,12064.65
PRD-1731,Fishing Rod - Pro,Sports & Outdoors,Elite Imports,2025-01-24,31.03,68.89,199,80,WH-C2,271,18669.19,10260.06
PRD-1267,Polo Shirt - Deluxe,Clothing,Elite Imports,2025-01-12,38.54,79.74,117,51,WH-C2,79,6299.46,3254.8
PRD-1967,Doll House - Plus,Toys,TechSupply Co.,2025-01-29,19.28,33.88,58,32,WH-D1,146,4946.48,2131.6
PRD-1239,Dress Shirt - Elite,Clothing,Quality Goods Ltd.,2025-08-25,79.86,177.09,192,60,WH-C1,235,41616.15,22849.05
PRD-1224,Sneakers - Basic,Clothing,Quality Goods Ltd.,2026-04-15,11.64,33.97,442,98,WH-A2,81,2751.57,1808.73
PRD-1146,Earbuds - Deluxe,Electronics,Value Wholesalers,2024-08-04,36.17,75.44,449,90,WH-A1,110,8298.4,4319.7
PRD-2108,Lip Balm - Elite,Health & Beauty,Elite Imports,2024-11-15,14.2,35.09,434,24,WH-A2,158,5544.22,3300.62
PRD-1374,Pasta Sauce - Lite,Food & Beverage,FastTrack Logistics,2026-06-09,23.19,49.11,266,72,WH-A1,190,9330.9,4924.8
PRD-1119,Monitor Stand - Max,Electronics,Prime Distributors,2026-01-25,29.61,69.44,317,50,WH-A2,298,20693.12,11869.34
PRD-1788,Self-Help Guide - Classic,Books,FastTrack Logistics,2024-10-26,12.94,32.9,354,28,WH-B2,234,7698.6,4670.64
PRD-1251,Hoodie - Max,Clothing,Elite Imports,2025-02-22,41.7,74.61,57,62,WH-A2,234,17458.74,7700.94
PRD-2146,Hand Sanitizer - Standard,Health & Beauty,Elite Imports,2025-02-11,28.66,68.21,272,35,WH-B2,97,6616.37,3836.35
PRD-1010,Wireless Headphones - Plus,Electronics,TechSupply Co.,2026-06-21,163.93,292.02,33,47,WH-A2,290,84685.8,37146.1
PRD-1450,Rice Crackers - Plus,Food & Beverage,TechSupply Co.,2025-01-26,6.38,12.39,320,51,WH-B1,176,2180.64,1057.76
PRD-1856,Art Book - Max,Books,Value Wholesalers,2024-10-22,16.91,42.95,280,43,WH-B1,264,11338.8,6874.56
PRD-1390,Honey - Pro,Food & Beverage,FastTrack Logistics,2026-06-27,9.33,14.7,458,55,WH-A2,0,0.0,0.0
PRD-1615,Mirror - Plus,Home & Garden,Global Traders Inc.,2025-11-29,34.24,59.79,269,51,WH-C2,91,5440.89,2325.05
PRD-1461,Spices - Plus,Food & Beverage,TechSupply Co.,2026-04-23,22.86,47.28,342,83,WH-C2,46,2174.88,1123.32
PRD-2014,Toy Train - Standard,Toys,Premium Suppliers,2025-07-07,34.74,84.81,500,99,WH-D1,33,2798.73,1652.31
PRD-1145,Earbuds - Standard,Electronics,FastTrack Logistics,2024-10-13,123.29,265.64,195,96,WH-C1,232,61628.48,33025.2
PRD-1502,Door Mat - Classic,Home & Garden,TechSupply Co.,2024-09-07,24.03,43.55,328,98,WH-A1,124,5400.2,2420.48
PRD-2097,Vitamins - Elite,Health & Beauty,Value Wholesalers,2024-11-09,11.02,18.58,266,93,WH-B1,258,4793.64,1950.48
PRD-1178,Running Shoes - Standard,Clothing,Quality Goods Ltd.,2026-03-05,19.16,37.24,403,32,WH-A2,276,10278.24,4990.08
PRD-2148,Hand Sanitizer - Basic,Health & Beauty,Elite Imports,2024-09-01,37.49,93.46,462,48,WH-A2,187,17477.02,10466.39
PRD-2158,Deodorant - Deluxe,Health & Beauty,TechSupply Co.,2024-09-09,11.16,23.69,340,54,WH-A2,250,5922.5,3132.5
PRD-1574,Vase - Standard,Home & Garden,FastTrack Logistics,2026-07-03,27.65,54.09,347,97,WH-B1,294,15902.46,7773.36
PRD-2183,Serum - Ultra,Health & Beauty,FastTrack Logistics,2026-03-09,18.7,42.92,166,27,WH-C2,5,214.6,121.1
PRD-1008,Wireless Headphones - Elite,Electronics,FastTrack Logistics,2024-10-11,169.31,253.15,181,46,WH-B2,36,9113.4,3018.24
PRD-1546,Wall Clock - Classic,Home & Garden,Elite Imports,2025-07-09,35.75,76.11,157,93,WH-A2,203,15450.33,8193.08
PRD-1826,Children Story - Premium,Books,Quality Goods Ltd.,2024-09-05,12.49,21.57,433,55,WH-A2,178,3839.46,1616.24
PRD-1358,Olive Oil - Ultra,Food & Beverage,FastTrack Logistics,2024-07-24,13.52,23.42,359,71,WH-C2,0,0.0,0.0
PRD-1330,Green Tea - Lite,Food & Beverage,TechSupply Co.,2025-12-10,8.72,14.13,275,56,WH-D1,234,3306.42,1265.94
PRD-1693,Bike Helmet - Lite,Sports & Outdoors,Quality Goods Ltd.,2025-12-30,27.33,47.33,163,76,WH-B1,139,6578.87,2780.0
PRD-1815,Biography - Premium,Books,Premium Suppliers,2024-08-13,6.66,12.18,139,66,WH-B2,182,2216.76,1004.64
PRD-1259,Cargo Shorts - Ultra,Clothing,Elite Imports,2024-08-02,34.05,97.92,57,27,WH-C1,258,25263.36,16478.46
PRD-1873,Technical Manual - Basic,Books,FastTrack Logistics,2026-02-09,27.73,68.88,450,72,WH-A2,140,9643.2,5761.0
PRD-1762,Mystery Novel - Deluxe,Books,Prime Distributors,2026-02-27,20.28,47.3,210,50,WH-A2,19,898.7,513.38
PRD-1591,Rug - Elite,Home & Garden,FastTrack Logistics,2026-01-12,51.94,90.23,148,34,WH-B2,231,20843.13,8844.99
PRD-1814,History Book - Lite,Books,Global Traders Inc.,2025-02-14,22.79,37.02,132,40,WH-B1,74,2739.48,1053.02
PRD-1526,Curtain Rod - Max,Home & Garden,Prime Distributors,2026-02-10,14.85,40.59,337,38,WH-B2,247,10025.73,6357.78
PRD-1799,Science Fiction - Classic,Books,Value Wholesalers,2026-02-25,28.59,82.88,79,20,WH-B2,279,23123.52,15146.91
PRD-2106,Lip Balm - Ultra,Health & Beauty,Quality Goods Ltd.,2025-06-21,39.27,75.22,186,36,WH-D1,113,8499.86,4062.35
PRD-1738,Backpack - Premium,Sports & Outdoors,Global Traders Inc.,2024-11-11,21.69,47.45,460,92,WH-A1,94,4460.3,2421.44
PRD-2132,Hair Oil - Plus,Health & Beauty,FastTrack Logistics,2025-06-28,27.39,46.9,233,30,WH-B1,217,10177.3,4233.67
PRD-1441,Rice Crackers - Premium,Food & Beverage,Quality Goods Ltd.,2025-12-08,17.79,33.99,243,65,WH-B1,87,2957.13,1409.4
PRD-1532,Throw Pillow - Basic,Home & Garden,Prime Distributors,2024-11-14,44.45,73.51,117,73,WH-B1,58,4263.58,1685.48
PRD-1942,Puzzle Set - Classic,Toys,Premium Suppliers,2025-10-10,45.51,96.04,75,71,WH-A1,105,10084.2,5305.65
PRD-1229,Sneakers - Max,Clothing,TechSupply Co.,2024-12-25,22.02,51.3,37,69,WH-C1,281,14415.3,8227.68
PRD-2030,Play Dough - Classic,Toys,Premium Suppliers,2026-01-12,24.3,59.34,213,46,WH-D1,285,16911.9,9986.4
PRD-1213,Yoga Pants - Basic,Clothing,Value Wholesalers,2025-05-30,67.28,108.36,497,60,WH-D1,230,24922.8,9448.4
PRD-1080,Power Bank - Deluxe,Electronics,Quality Goods Ltd.,2025-04-04,120.42,253.1,172,23,WH-D1,166,42014.6,22024.88
PRD-1149,Earbuds - Ultra,Electronics,Global Traders Inc.,2025-05-07,32.86,71.85,415,36,WH-A1,300,21555.0,11697.0
PRD-1582,Vase - Plus,Home & Garden,FastTrack Logistics,2024-10-20,11.95,26.11,87,23,WH-B2,0,0.0,0.0
PRD-1696,Swim Goggles - Deluxe,Sports & Outdoors,Global Traders Inc.,2024-11-03,90.3,185.0,25,36,WH-B1,0,0.0,0.0
PRD-1925,Action Figure - Premium,Toys,Prime Distributors,2026-01-08,26.12,50.62,259,48,WH-B1,173,8757.26,4238.5
PRD-1134,Charger Adapter - Standard,Electronics,Value Wholesalers,2026-02-15,178.8,372.96,426,82,WH-C1,143,53333.28,27764.88
PRD-1768,Mystery Novel - Max,Books,Prime Distributors,2026-06-24,16.1,28.38,458,50,WH-A2,296,8400.48,3634.88
PRD-1409,Dried Fruits - Standard,Food & Beverage,Prime Distributors,2026-04-11,9.62,20.97,209,90,WH-A1,276,5787.72,3132.6
PRD-1662,Camping Tent - Standard,Sports & Outdoors,FastTrack Logistics,2024-08-14,68.37,154.09,83,35,WH-B1,0,0.0,0.0
PRD-1508,Storage Box - Standard,Home & Garden,TechSupply Co.,2025-11-08,35.69,80.21,116,53,WH-A2,230,18448.3,10239.6
PRD-1859,Poetry Collection - Premium,Books,Value Wholesalers,2025-08-31,26.23,75.43,324,46,WH-B2,136,10258.48,6691.2
PRD-1505,Door Mat - Plus,Home & Garden,Premium Suppliers,2026-04-30,57.15,98.16,489,88,WH-C1,33,3239.28,1353.33
PRD-1666,Camping Tent - Ultra,Sports & Outdoors,FastTrack Logistics,2026-01-19,20.58,32.06,103,20,WH-C2,129,4135.74,1480.92
PRD-1348,Mixed Nuts - Classic,Food & Beverage,Premium Suppliers,2026-03-22,24.73,42.98,67,81,WH-D1,0,0.0,0.0
PRD-1387,Honey - Standard,Food & Beverage,Prime Distributors,2024-11-02,16.24,25.93,151,83,WH-A1,281,7286.33,2722.89
PRD-1001,Wireless Headphones - Premium,Electronics,Global Traders Inc.,2025-10-15,60.3,88.49,52,89,WH-A1,0,0.0,0.0
PRD-1361,Olive Oil - Max,Food & Beverage,Global Traders Inc.,2024-11-04,16.0,26.36,379,42,WH-B2,70,1845.2,725.2
PRD-2123,Hair Oil - Premium,Health & Beauty,FastTrack Logistics,2026-03-17,7.58,12.0,465,88,WH-C1,10,120.0,44.2
PRD-1476,Garden Hose - Deluxe,Home & Garden,TechSupply Co.,2025-01-07,5.01,8.11,309,99,WH-C1,260,2108.6,806.0
PRD-1977,Stuffed Animal - Max,Toys,FastTrack Logistics,2026-02-08,38.26,78.93,153,31,WH-A1,62,4893.66,2521.54
PRD-1740,Backpack - Deluxe,Sports & Outdoors,Value Wholesalers,2024-09-08,79.29,141.78,82,29,WH-C2,31,4395.18,1937.19
PRD-1173,Denim Jeans - Elite,Clothing,Premium Suppliers,2025-10-07,35.89,95.53,347,96,WH-B1,0,0.0,0.0
PRD-1451,Rice Crackers - Lite,Food & Beverage,FastTrack Logistics,2026-04-09,10.82,20.24,85,28,WH-A2,152,3076.48,1431.84
PRD-1126,HDMI Cable - Pro,Electronics,FastTrack Logistics,2025-04-28,21.17,36.79,67,31,WH-D1,167,6143.93,2608.54
PRD-1629,Dumbbells - Standard,Sports & Outdoors,Elite Imports,2024-11-21,61.77,93.16,221,57,WH-D1,75,6987.0,2354.25
PRD-1531,Throw Pillow - Deluxe,Home & Garden,TechSupply Co.,2026-03-03,29.19,52.51,263,55,WH-C1,95,4988.45,2215.4
PRD-1091,Mouse Pad - Deluxe,Electronics,FastTrack Logistics,2025-11-11,36.91,81.84,310,96,WH-A1,115,9411.6,5166.95
PRD-2151,Hand Sanitizer - Classic,Health & Beauty,FastTrack Logistics,2025-12-17,4.08,9.47,201,47,WH-B1,263,2490.61,1417.57
PRD-1182,Running Shoes - Ultra,Clothing,Premium Suppliers,2024-12-16,78.88,172.95,144,68,WH-C2,214,37011.3,20130.98
PRD-2047,Face Cream - Standard,Health & Beauty,Elite Imports,2025-08-06,30.85,80.6,203,24,WH-B2,0,0.0,0.0
PRD-1981,Art Kit - Standard,Toys,Elite Imports,2026-07-14,35.27,67.48,458,82,WH-A1,275,18557.0,8857.75
PRD-1252,Hoodie - Plus,Clothing,FastTrack Logistics,2026-01-14,9.01,18.07,151,92,WH-C2,98,1770.86,887.88
